"reviewId";"review";"score";"gender";"location";"date";"sentimiento";"review_limpio";"cluster_id";"top_palabras"
4072;"Its got some good music, But holy heck, no matter what you search for, guaranteed there is a mountain of reeeeeaaaaaaallllyyy bad auto tune rap. Soooo much of it. Seriously... would like a filter function.";4;"female";"Melbourne, Australia";"2022-04-03";"positivo";"its got some good music but holy heck no matter what you search for guaranteed there is a mountain of reeeeeaaaaaaallllyyy bad auto tune rap soooo much of it seriously would like a filter function";4;"app | music | better | awesome | spotify"
4084;"good app have problems finding older artists";4;"female";"Nadi, Fiji";"2022-02-24";"positivo";"good app have problems finding older artists";4;"app | music | better | awesome | spotify"
4092;"This is a nice replacement for people who aren't happy with Spotify, etc. It allows you to play songs on repeat, and it doesn't give you as many ads as Spotify does. However, the only problem is, is that not all songs are on Soundcloud, and some aren't even available in your country sometimes. But overall, I think it's a great app to use if you're looking for a music app that you can use to jam to some of your favourite beats!";4;"female";"Suva, Fiji";"2022-05-08";"positivo";"this is a nice replacement for people who aren t happy with spotify etc it allows you to play songs on repeat and it doesn t give you as many ads as spotify does however the only problem is is that not all songs are on soundcloud and some aren t even available in your country sometimes but overall i think it s a great app to use if you re looking for a music app that you can use to jam to some of your favourite beats";4;"app | music | better | awesome | spotify"
4105;"good";4;"female";"Nadi, Fiji";"2022-03-11";"positivo";"good";0;"good | app | music | experience | really"
4133;"APPS FYIIIIIIIRRRRRR🤩🤩🤩";4;"female";"Auckland, New Zealand";"2022-07-29";"positivo";"apps fyiiiiiiirrrrrr";4;"app | music | better | awesome | spotify"
4139;"good";4;"female";"Gold Coast, Australia";"2022-07-02";"positivo";"good";0;"good | app | music | experience | really"
4150;"good";4;"female";"Port Moresby, Papua New Guinea";"2022-08-21";"positivo";"good";0;"good | app | music | experience | really"
4153;"love SoundCloud, hate that some songs are behind paywalls and that, with some stuff, you can only use if subscribed (customization and whatnot), but besides that, pretty good! :P";4;"female";"Perth, Australia";"2022-08-22";"positivo";"love soundcloud hate that some songs are behind paywalls and that with some stuff you can only use if subscribed customization and whatnot but besides that pretty good p";4;"app | music | better | awesome | spotify"
4166;"Amazing app but I find it kind of annoying that whenever I accidentally pause an ad from my earbuds the ad restarts.";4;"female";"Sydney, Australia";"2022-09-08";"positivo";"amazing app but i find it kind of annoying that whenever i accidentally pause an ad from my earbuds the ad restarts";4;"app | music | better | awesome | spotify"
4178;"Amazing music app! I use this to listen to music offline all the time! The only thing I dislike about this app is the ""GO+"" lock on some of my favorite songs. I know it's for premium, but maybe take it off. : \\";4;"female";"Perth, Australia";"2022-06-25";"positivo";"amazing music app i use this to listen to music offline all the time the only thing i dislike about this app is the go lock on some of my favorite songs i know it s for premium but maybe take it off";4;"app | music | better | awesome | spotify"
4179;"good";4;"female";"Sydney, Australia";"2022-04-26";"positivo";"good";0;"good | app | music | experience | really"
4193;"można słuchać z wyłączonym telefonem ale są reklamy ale rzadko";4;"female";"Port Moresby, Papua New Guinea";"2022-03-23";"positivo";"można słuchać z wyłączonym telefonem ale są reklamy ale rzadko";4;"app | music | better | awesome | spotify"
4213;"I like this app a lot, but today I noticed that in my liked tracks, it now has a bar of genres that say 7 days free trial beside it. I liked this app a lot more when Premium wasn't being shoved down my throat. Other than that, it's a good app, and I hope it doesn't continue like Spotify did.";4;"female";"Auckland, New Zealand";"2022-03-24";"positivo";"i like this app a lot but today i noticed that in my liked tracks it now has a bar of genres that say days free trial beside it i liked this app a lot more when premium wasn t being shoved down my throat other than that it s a good app and i hope it doesn t continue like spotify did";4;"app | music | better | awesome | spotify"
4219;"Great";4;"female";"Perth, Australia";"2022-06-13";"positivo";"great";2;"great | app | music | back | really"
4240;"Reply";4;"female";"Brasília, Brazil";"2022-02-06";"positivo";"reply";4;"app | music | better | awesome | spotify"
4252;"good";4;"female";"Melbourne, Australia";"2022-07-25";"positivo";"good";0;"good | app | music | experience | really"
4262;"so many updates having to try and listen and you have to update the darn app every time you open it is very tedious and annoying. just make one big update every few months not an update every 2 days";4;"female";"Adelaide, Australia";"2022-07-27";"positivo";"so many updates having to try and listen and you have to update the darn app every time you open it is very tedious and annoying just make one big update every few months not an update every days";4;"app | music | better | awesome | spotify"
4273;"I love this app... just too many ads.";4;"female";"Sydney, Australia";"2022-09-02";"positivo";"i love this app just too many ads";4;"app | music | better | awesome | spotify"
4288;"Kaif";4;"female";"Queenstown, New Zealand";"2022-06-21";"positivo";"kaif";4;"app | music | better | awesome | spotify"
4303;"Fantastic";4;"female";"Melbourne, Australia";"2022-07-05";"positivo";"fantastic";4;"app | music | better | awesome | spotify"
4309;"not free anymore";4;"female";"Port Moresby, Papua New Guinea";"2022-03-12";"positivo";"not free anymore";4;"app | music | better | awesome | spotify"
4314;"Nice app";4;"female";"Auckland, New Zealand";"2022-05-21";"positivo";"nice app";6;"nice | app | music | no | songs"
4318;"great app to many adds tho and almost any song is on it";4;"female";"Queenstown, New Zealand";"2022-03-28";"positivo";"great app to many adds tho and almost any song is on it";4;"app | music | better | awesome | spotify"
4322;"It give you a lot of music to choose from and the subscription is not high";4;"female";"Melbourne, Australia";"2022-06-30";"positivo";"it give you a lot of music to choose from and the subscription is not high";4;"app | music | better | awesome | spotify"
4325;"I liked when we could search our liked songs in a specific category! Literally the best update, and then it went away..... needles to say it's taken a lot of ease of use out of the app. And sometimes songs won't play randomly? Other than that I enjoy it for finding smaller artists.";4;"female";"Sydney, Australia";"2022-06-18";"positivo";"i liked when we could search our liked songs in a specific category literally the best update and then it went away needles to say it s taken a lot of ease of use out of the app and sometimes songs won t play randomly other than that i enjoy it for finding smaller artists";4;"app | music | better | awesome | spotify"
4329;"data base needs to include many more songs, YouTube has a lot that SoundCloud doesn't have.";4;"female";"Christchurch, New Zealand";"2022-03-07";"positivo";"data base needs to include many more songs youtube has a lot that soundcloud doesn t have";4;"app | music | better | awesome | spotify"
4330;"These songs have stood the test of time, so the older I get the more I appreciate Foreigner and especially this, their fourth album, aptly titled 4, was a significant release in their career, featuring hit singles like ""Urgent,"" ""Waiting for a Girl Like You,"" and ""Juke Box Hero."" The reason I didn't give it four stars is my old neighbor's fault for playing it nonstop for at least the first two weeks after its release in 1981. Too much of a good thing is well, you know. 4 stars for 4. Peace ✌️";4;"female";"Perth, Australia";"2022-04-24";"positivo";"these songs have stood the test of time so the older i get the more i appreciate foreigner and especially this their fourth album aptly titled was a significant release in their career featuring hit singles like urgent waiting for a girl like you and juke box hero the reason i didn t give it four stars is my old neighbor s fault for playing it nonstop for at least the first two weeks after its release in too much of a good thing is well you know stars for peace";4;"app | music | better | awesome | spotify"
4332;"I love this app! Top tier so amazing and basically no ads for me! But one thing I hate is somehow some of the songs is not allowed for my country, please fix this, I can't listen to my favorite songs since is not for my country";4;"female";"Melbourne, Australia";"2022-08-10";"positivo";"i love this app top tier so amazing and basically no ads for me but one thing i hate is somehow some of the songs is not allowed for my country please fix this i can t listen to my favorite songs since is not for my country";4;"app | music | better | awesome | spotify"
4349;"Really Great experience with the app, I can find my favourite songs very easily, but a lil disappointed is that after the last update the songs automatically turns off and u have to play again Other the than that best app for songs";4;"female";"Port Moresby, Papua New Guinea";"2022-07-26";"positivo";"really great experience with the app i can find my favourite songs very easily but a lil disappointed is that after the last update the songs automatically turns off and u have to play again other the than that best app for songs";4;"app | music | better | awesome | spotify"
4351;"I would give 5 stars if they add sleep timer";4;"female";"Christchurch, New Zealand";"2022-09-20";"positivo";"i would give stars if they add sleep timer";4;"app | music | better | awesome | spotify"
4364;"First day I tried souncloud app and the experience was amazing one of the best app ever existed for music but the only problem I'm facing is that this song isn't available in your country otherwise everything is best in this app";4;"female";"Melbourne, Australia";"2022-06-13";"positivo";"first day i tried souncloud app and the experience was amazing one of the best app ever existed for music but the only problem i m facing is that this song isn t available in your country otherwise everything is best in this app";4;"app | music | better | awesome | spotify"
4377;"good app but too many ads";4;"female";"Brisbane, Australia";"2022-10-14";"positivo";"good app but too many ads";4;"app | music | better | awesome | spotify"
4382;"I love the download function to listen when I'm out of service. I would give it 5 stars, but some songs you can't find by the original musician.";4;"female";"Queenstown, New Zealand";"2022-02-19";"positivo";"i love the download function to listen when i m out of service i would give it stars but some songs you can t find by the original musician";4;"app | music | better | awesome | spotify"
4392;"SoundCloud has sounds that you tube don't have.";4;"female";"Gold Coast, Australia";"2022-09-22";"positivo";"soundcloud has sounds that you tube don t have";4;"app | music | better | awesome | spotify"
4405;"No ads great for studying and other tasks";4;"female";"Canberra, Australia";"2022-09-08";"positivo";"no ads great for studying and other tasks";4;"app | music | better | awesome | spotify"
4411;"Best music app I've used";4;"female";"Christchurch, New Zealand";"2022-06-26";"positivo";"best music app i ve used";1;"best | app | music | ever | listen"
4424;"great";4;"female";"Wellington, New Zealand";"2022-03-22";"positivo";"great";2;"great | app | music | back | really"
4433;"I've been using this app for four years now, and for all of them, I've had a 5 star review. Unfortunately, that's changing now. I don't know what's happened recently, but there are just so many ads. I can handle the new popup ad that appears when I first load, but the ones in between songs, not anymore. It used to be 3-4 songs before a 15 second ad, but now I'm getting a 30 second ad every other song, or a 15 second ad in between every single song. It's becoming nearly as bad as Spotify.";4;"female";"Nadi, Fiji";"2022-09-20";"positivo";"i ve been using this app for four years now and for all of them i ve had a star review unfortunately that s changing now i don t know what s happened recently but there are just so many ads i can handle the new popup ad that appears when i first load but the ones in between songs not anymore it used to be songs before a second ad but now i m getting a second ad every other song or a second ad in between every single song it s becoming nearly as bad as spotify";4;"app | music | better | awesome | spotify"
4447;"Edit Sorry 😔 I found that..the problem was on my mob settings of sound Thanks for chat GPT to solve my problem No thanks for you for ignoring my problem ...... I don't know where is the problem exactly But suddenly the sound on the sound cloud became so low Can you help me with that? Edit.... After many days there is no answer I am so disappointed 😞";4;"female";"Gold Coast, Australia";"2022-07-19";"positivo";"edit sorry i found that the problem was on my mob settings of sound thanks for chat gpt to solve my problem no thanks for you for ignoring my problem i don t know where is the problem exactly but suddenly the sound on the sound cloud became so low can you help me with that edit after many days there is no answer i am so disappointed";4;"app | music | better | awesome | spotify"
4450;"Really good but can have more features";4;"female";"Hobart, Australia";"2022-06-22";"positivo";"really good but can have more features";4;"app | music | better | awesome | spotify"
4452;"perfect";4;"female";"Santiago, Chile";"2022-01-30";"positivo";"perfect";7;"perfect | music | update | much | love"
4462;"Lots of free options and great independent releases, but we must pay for some of the good pop stuff. Some annoying repetitive ad breaks but they're not as long as some other streaming services. And apparently SoundCloud actually pay the artists, unlike some other streaming services...";4;"female";"Suva, Fiji";"2022-04-22";"positivo";"lots of free options and great independent releases but we must pay for some of the good pop stuff some annoying repetitive ad breaks but they re not as long as some other streaming services and apparently soundcloud actually pay the artists unlike some other streaming services";4;"app | music | better | awesome | spotify"
4467;"great app";4;"female";"Melbourne, Australia";"2022-08-25";"positivo";"great app";2;"great | app | music | back | really"
4478;"I have this over the last few years but suddenly it won't let me take music off my playlist apart from that it has been the best music app iv ever used so easy to navigate I was wondering if it was a SoundCloud problem or my phone problem";4;"female";"Canberra, Australia";"2022-05-06";"positivo";"i have this over the last few years but suddenly it won t let me take music off my playlist apart from that it has been the best music app iv ever used so easy to navigate i was wondering if it was a soundcloud problem or my phone problem";4;"app | music | better | awesome | spotify"
4481;"good music app but I can't listen to some songs forcing me to delete and redownload the app if I want to listen to the certain songs again. If possible, please fix it because it's very frustrating";4;"female";"Nadi, Fiji";"2022-04-15";"positivo";"good music app but i can t listen to some songs forcing me to delete and redownload the app if i want to listen to the certain songs again if possible please fix it because it s very frustrating";4;"app | music | better | awesome | spotify"
4483;"I love it";4;"female";"Hobart, Australia";"2022-09-14";"positivo";"i love it";5;"love | app | music | much | amazing"
4509;"very good i like it";4;"female";"Perth, Australia";"2022-04-03";"positivo";"very good i like it";3;"like | app | music | really | songs"
4511;"Great app in general. This is my favorite music app but I've been experiencing a weird bug lately. Half of my favorite songs no longer work. Soundcloud, please fix your bug.";4;"female";"Auckland, New Zealand";"2022-08-11";"positivo";"great app in general this is my favorite music app but i ve been experiencing a weird bug lately half of my favorite songs no longer work soundcloud please fix your bug";4;"app | music | better | awesome | spotify"
4512;"it's a good app but for some reason, some songs won't stream after changing the songs and changing back";4;"female";"Hobart, Australia";"2022-07-16";"positivo";"it s a good app but for some reason some songs won t stream after changing the songs and changing back";4;"app | music | better | awesome | spotify"
4513;"Eh...";4;"female";"Gold Coast, Australia";"2022-06-28";"positivo";"eh";4;"app | music | better | awesome | spotify"
4517;"Most convenient app";4;"female";"Canberra, Australia";"2022-04-13";"positivo";"most convenient app";4;"app | music | better | awesome | spotify"
4527;"Not bad";4;"female";"Brisbane, Australia";"2022-04-29";"positivo";"not bad";4;"app | music | better | awesome | spotify"
4529;"amazing app all music ads after like 5-6 sounds easy to use";4;"female";"Canberra, Australia";"2022-07-06";"positivo";"amazing app all music ads after like sounds easy to use";4;"app | music | better | awesome | spotify"
4535;"formidable sin palabras(A+)";4;"female";"Perth, Australia";"2022-02-26";"positivo";"formidable sin palabras a";4;"app | music | better | awesome | spotify"
4542;"a bit too many ads";4;"female";"Nadi, Fiji";"2022-07-25";"positivo";"a bit too many ads";4;"app | music | better | awesome | spotify"
4553;"please add an equalizer";4;"female";"Buenos Aires, Argentina";"2022-01-31";"positivo";"please add an equalizer";4;"app | music | better | awesome | spotify"
4556;"old but gold";4;"female";"Perth, Australia";"2022-02-20";"positivo";"old but gold";4;"app | music | better | awesome | spotify"
4567;"Good, but not totally user friendly";4;"female";"Canberra, Australia";"2022-04-18";"positivo";"good but not totally user friendly";4;"app | music | better | awesome | spotify"
4589;"love";4;"female";"Queenstown, New Zealand";"2022-09-12";"positivo";"love";5;"love | app | music | much | amazing"
4590;"very good app.";4;"female";"Hobart, Australia";"2022-06-27";"positivo";"very good app";0;"good | app | music | experience | really"
4600;"Good";4;"female";"Nadi, Fiji";"2022-03-09";"positivo";"good";0;"good | app | music | experience | really"
4613;"a bit glitchy with liking and adding aongs to playlists but it works pretty good";4;"female";"Hobart, Australia";"2022-09-12";"positivo";"a bit glitchy with liking and adding aongs to playlists but it works pretty good";4;"app | music | better | awesome | spotify"
4626;"👍";4;"female";"Hobart, Australia";"2022-06-21";"positivo";"";4;"app | music | better | awesome | spotify"
4630;"GOOD app 😄💯";4;"female";"Canberra, Australia";"2022-10-13";"positivo";"good app";0;"good | app | music | experience | really"
4636;"IDK";4;"female";"Brisbane, Australia";"2022-07-21";"positivo";"idk";4;"app | music | better | awesome | spotify"
4637;"nice songs playing";4;"female";"Adelaide, Australia";"2022-03-18";"positivo";"nice songs playing";6;"nice | app | music | no | songs"
4641;"Better than Spotify";4;"female";"Auckland, New Zealand";"2022-05-06";"positivo";"better than spotify";4;"app | music | better | awesome | spotify"
4642;"better app than spotify";4;"female";"Canberra, Australia";"2022-07-18";"positivo";"better app than spotify";4;"app | music | better | awesome | spotify"
4652;"great app, but you have to pay to play some songs 💔";4;"female";"Gold Coast, Australia";"2022-04-08";"positivo";"great app but you have to pay to play some songs";4;"app | music | better | awesome | spotify"
4659;"♥️";4;"female";"Christchurch, New Zealand";"2022-03-17";"positivo";"";4;"app | music | better | awesome | spotify"
4666;"gd app👍";4;"female";"Suva, Fiji";"2022-05-02";"positivo";"gd app";4;"app | music | better | awesome | spotify"
4672;"this app is very good for uea";4;"female";"Canberra, Australia";"2022-04-13";"positivo";"this app is very good for uea";0;"good | app | music | experience | really"
4692;"Had my entire playlist disappeared, why? Got stranded when I had to DJ via serato software. Yall need to do better";4;"female";"Sydney, Australia";"2022-06-16";"positivo";"had my entire playlist disappeared why got stranded when i had to dj via serato software yall need to do better";4;"app | music | better | awesome | spotify"
4697;"👌👍";4;"female";"Port Moresby, Papua New Guinea";"2022-02-15";"positivo";"";4;"app | music | better | awesome | spotify"
4699;"Not much to comply for free music ❤️";4;"female";"Gold Coast, Australia";"2022-03-29";"positivo";"not much to comply for free music";4;"app | music | better | awesome | spotify"
4700;"it keeps pausing the music. It happens more when I use Pinterest while listening to music.";4;"female";"Port Moresby, Papua New Guinea";"2022-03-03";"positivo";"it keeps pausing the music it happens more when i use pinterest while listening to music";4;"app | music | better | awesome | spotify"
4702;"Ads in between songs like spotify. That's why I left mixcloud";4;"female";"Gold Coast, Australia";"2022-09-16";"positivo";"ads in between songs like spotify that s why i left mixcloud";4;"app | music | better | awesome | spotify"
4713;"Best app I can select and find music of my choice.very useful.";4;"female";"Canberra, Australia";"2022-07-01";"positivo";"best app i can select and find music of my choice very useful";1;"best | app | music | ever | listen"
4734;"So there's this issue where if I click on a song to listen to, it'll skip the song I chose and go on to play the next one. It's a bit annoying but still usable.";4;"female";"Queenstown, New Zealand";"2022-09-02";"positivo";"so there s this issue where if i click on a song to listen to it ll skip the song i chose and go on to play the next one it s a bit annoying but still usable";4;"app | music | better | awesome | spotify"
4739;"Love it, but I dislike the ads, I would prefer pop-up ads.";4;"female";"Gold Coast, Australia";"2022-04-13";"positivo";"love it but i dislike the ads i would prefer pop up ads";4;"app | music | better | awesome | spotify"
4748;"Awesome 👌";4;"female";"Brisbane, Australia";"2022-05-29";"positivo";"awesome";4;"app | music | better | awesome | spotify"
4755;"The ever best song app .";4;"female";"Christchurch, New Zealand";"2022-06-27";"positivo";"the ever best song app";1;"best | app | music | ever | listen"
4759;"good but I'm broke to buy the SoundCloud Go😔";4;"female";"Adelaide, Australia";"2022-02-15";"positivo";"good but i m broke to buy the soundcloud go";4;"app | music | better | awesome | spotify"
4764;"good app, but the bitrate isn't as high as some other streaming services, so keep that in mind Edit: Also, you get a lot of ads if you're on a free account.";4;"female";"Port Moresby, Papua New Guinea";"2022-07-05";"positivo";"good app but the bitrate isn t as high as some other streaming services so keep that in mind edit also you get a lot of ads if you re on a free account";4;"app | music | better | awesome | spotify"
4770;"kewl";4;"female";"Auckland, New Zealand";"2022-02-13";"positivo";"kewl";4;"app | music | better | awesome | spotify"
4780;"Very good to me";4;"female";"Brisbane, Australia";"2022-10-02";"positivo";"very good to me";0;"good | app | music | experience | really"
4786;"I pause the song right as it loops. And now it wont play at all. Ive tried uninstalling and reinstalling. Doesn't fix the problem. I dont know what to do Edt: Nevermind all I needed was a phone restart";4;"female";"Brisbane, Australia";"2022-08-05";"positivo";"i pause the song right as it loops and now it wont play at all ive tried uninstalling and reinstalling doesn t fix the problem i dont know what to do edt nevermind all i needed was a phone restart";4;"app | music | better | awesome | spotify"
4791;"The app is still fine, but the amount of ads had increased tremendously. If you could tone it down a bit, that'd be great.";4;"female";"Adelaide, Australia";"2022-10-03";"positivo";"the app is still fine but the amount of ads had increased tremendously if you could tone it down a bit that d be great";4;"app | music | better | awesome | spotify"
4816;"Have been using soundcloud for years and absolutely love listening to the musical talents of music creators. The best platform for music in my opinion.";4;"female";"Christchurch, New Zealand";"2022-08-13";"positivo";"have been using soundcloud for years and absolutely love listening to the musical talents of music creators the best platform for music in my opinion";4;"app | music | better | awesome | spotify"
4825;"The app is fantastic, but not downloading automatically every time a song is added to the playlist. Can you please fix that error soundcloud.";4;"female";"Brisbane, Australia";"2022-05-12";"positivo";"the app is fantastic but not downloading automatically every time a song is added to the playlist can you please fix that error soundcloud";4;"app | music | better | awesome | spotify"
4831;"Very good music app. But a big disadvantages is there's no Lyrics of the songs and there's not all original versions of songs in this app";4;"female";"Queenstown, New Zealand";"2022-03-25";"positivo";"very good music app but a big disadvantages is there s no lyrics of the songs and there s not all original versions of songs in this app";4;"app | music | better | awesome | spotify"
4836;"Best👌";4;"female";"Gold Coast, Australia";"2022-03-16";"positivo";"best";1;"best | app | music | ever | listen"
4846;"Lagging quite a bit since the last update, and now FULL of ads compared to what it used to be... But still alright.";4;"female";"Canberra, Australia";"2022-09-14";"positivo";"lagging quite a bit since the last update and now full of ads compared to what it used to be but still alright";4;"app | music | better | awesome | spotify"
4852;"great app.";4;"female";"Nadi, Fiji";"2022-06-15";"positivo";"great app";2;"great | app | music | back | really"
4864;"good";4;"female";"Canberra, Australia";"2022-02-15";"positivo";"good";0;"good | app | music | experience | really"
4866;"Was a 5 before but now its a 4. I've hated the past few updates. the changes have made the app much worse especially while listening and driving. It started when they got rid of playlists moving to the top after adding a song to that list. Now the songs just stop coming after a certain point instead of showing me something new or I'll shuffle a playlist of 100 songs, it'll play 10 songs, maybe show me 2 new ones and stop playing till I pick another playlist. I'm paying for an app to get worse...";4;"female";"Canberra, Australia";"2022-06-26";"positivo";"was a before but now its a i ve hated the past few updates the changes have made the app much worse especially while listening and driving it started when they got rid of playlists moving to the top after adding a song to that list now the songs just stop coming after a certain point instead of showing me something new or i ll shuffle a playlist of songs it ll play songs maybe show me new ones and stop playing till i pick another playlist i m paying for an app to get worse";4;"app | music | better | awesome | spotify"
4868;"Its good jst wish it coukd olay music while on the phone not gone lie😔";4;"female";"Queenstown, New Zealand";"2022-08-21";"positivo";"its good jst wish it coukd olay music while on the phone not gone lie";4;"app | music | better | awesome | spotify"
4877;"ELEGANT NEW LIGHT";4;"female";"Sydney, Australia";"2022-07-19";"positivo";"elegant new light";4;"app | music | better | awesome | spotify"
4881;"one of my top 3 music apps. where I go to discover new tunez";4;"female";"Perth, Australia";"2022-06-19";"positivo";"one of my top music apps where i go to discover new tunez";4;"app | music | better | awesome | spotify"
4893;"جميل";4;"female";"Canberra, Australia";"2022-06-08";"positivo";"جميل";4;"app | music | better | awesome | spotify"
4895;"Please let's affiliate friends ever instance.";4;"female";"Christchurch, New Zealand";"2022-08-05";"positivo";"please let s affiliate friends ever instance";4;"app | music | better | awesome | spotify"
4896;"great app";4;"female";"Auckland, New Zealand";"2022-07-19";"positivo";"great app";2;"great | app | music | back | really"
4901;"good";4;"female";"Perth, Australia";"2022-02-18";"positivo";"good";0;"good | app | music | experience | really"
4902;"love this app, some unfounded gems";4;"female";"Brisbane, Australia";"2022-09-11";"positivo";"love this app some unfounded gems";5;"love | app | music | much | amazing"
4908;"great";4;"female";"Wellington, New Zealand";"2022-08-10";"positivo";"great";2;"great | app | music | back | really"
4911;"We need more songs available Brazil, please! I love the app.";4;"female";"Santa Cruz, Bolivia";"2022-01-28";"positivo";"we need more songs available brazil please i love the app";4;"app | music | better | awesome | spotify"
4917;"Nice";4;"female";"Brisbane, Australia";"2022-06-24";"positivo";"nice";6;"nice | app | music | no | songs"
4925;"I had nice experience";4;"female";"Nadi, Fiji";"2022-10-02";"positivo";"i had nice experience";6;"nice | app | music | no | songs"
4939;"Loving this app it is great for driving/traveling";4;"female";"Sydney, Australia";"2022-09-24";"positivo";"loving this app it is great for driving traveling";2;"great | app | music | back | really"
