"reviewId","review","score","gender","location","date","sentimiento","review_limpio","topic_dominante","top_palabras","prob_topic_0","prob_topic_1","prob_topic_2","prob_topic_3","prob_topic_4","prob_topic_5","prob_topic_6","prob_topic_7","prob_topic_8","prob_topic_9"
3907,"The app is great. The only problem is that sometimes, when I listen to music, it makes the words (lyrics) really really glitchy. Other than that, it's fine.",4,"female","Wellington, New Zealand","2022-09-11","positivo","the app is great the only problem is that sometimes when i listen to music it makes the words lyrics really really glitchy other than that it s fine",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332,"I love this app! Top tier so amazing and basically no ads for me! But one thing I hate is somehow some of the songs is not allowed for my country, please fix this, I can't listen to my favorite songs since is not for my country",4,"female","Melbourne, Australia","2022-08-10","positivo","i love this app top tier so amazing and basically no ads for me but one thing i hate is somehow some of the songs is not allowed for my country please fix this i can t listen to my favorite songs since is not for my country",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.666,0.1671,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4349,"Really Great experience with the app, I can find my favourite songs very easily, but a lil disappointed is that after the last update the songs automatically turns off and u have to play again Other the than that best app for songs",4,"female","Port Moresby, Papua New Guinea","2022-07-26","positivo","really great experience with the app i can find my favourite songs very easily but a lil disappointed is that after the last update the songs automatically turns off and u have to play again other the than that best app for songs",1,"better then spotify | songs available | while listening | unlike spotify | available country",0.0668,0.8664,0.0668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4351,"I would give 5 stars if they add sleep timer",4,"female","Christchurch, New Zealand","2022-09-20","positivo","i would give stars if they add sleep timer",2,"better spotify | interact directly artists | juice wrld | electronic hip hop | especially electronic hip",0.1114,0.1116,0.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4364,"First day I tried souncloud app and the experience was amazing one of the best app ever existed for music but the only problem I'm facing is that this song isn't available in your country otherwise everything is best in this app",4,"female","Melbourne, Australia","2022-06-13","positivo","first day i tried souncloud app and the experience was amazing one of the best app ever existed for music but the only problem i m facing is that this song isn t available in your country otherwise everything is best in this app",1,"better then spotify | songs available | while listening | unlike spotify | available country",0.1113,0.7774,0.1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4377,"good app but too many ads",4,"female","Brisbane, Australia","2022-10-14","positivo","good app but too many ads",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4382,"I love the download function to listen when I'm out of service. I would give it 5 stars, but some songs you can't find by the original musician.",4,"female","Queenstown, New Zealand","2022-02-19","positivo","i love the download function to listen when i m out of service i would give it stars but some songs you can t find by the original musician",2,"better spotify | interact directly artists | juice wrld | electronic hip hop | especially electronic hip",0.1671,0.1675,0.6655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4392,"SoundCloud has sounds that you tube don't have.",4,"female","Gold Coast, Australia","2022-09-22","positivo","soundcloud has sounds that you tube don t have",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4405,"No ads great for studying and other tasks",4,"female","Canberra, Australia","2022-09-08","positivo","no ads great for studying and other tasks",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,"Best music app I've used",4,"female","Christchurch, New Zealand","2022-06-26","positivo","best music app i ve used",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.6653,0.1675,0.1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4433,"I've been using this app for four years now, and for all of them, I've had a 5 star review. Unfortunately, that's changing now. I don't know what's happened recently, but there are just so many ads. I can handle the new popup ad that appears when I first load, but the ones in between songs, not anymore. It used to be 3-4 songs before a 15 second ad, but now I'm getting a 30 second ad every other song, or a 15 second ad in between every single song. It's becoming nearly as bad as Spotify.",4,"female","Nadi, Fiji","2022-09-20","positivo","i ve been using this app for four years now and for all of them i ve had a star review unfortunately that s changing now i don t know what s happened recently but there are just so many ads i can handle the new popup ad that appears when i first load but the ones in between songs not anymore it used to be songs before a second ad but now i m getting a second ad every other song or a second ad in between every single song it s becoming nearly as bad as spotify",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.8814,0.0627,0.0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4447,"Edit Sorry 😔 I found that..the problem was on my mob settings of sound Thanks for chat GPT to solve my problem No thanks for you for ignoring my problem ...... I don't know where is the problem exactly But suddenly the sound on the sound cloud became so low Can you help me with that? Edit.... After many days there is no answer I am so disappointed 😞",4,"female","Gold Coast, Australia","2022-07-19","positivo","edit sorry i found that the problem was on my mob settings of sound thanks for chat gpt to solve my problem no thanks for you for ignoring my problem i don t know where is the problem exactly but suddenly the sound on the sound cloud became so low can you help me with that edit after many days there is no answer i am so disappointed",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4450,"Really good but can have more features",4,"female","Hobart, Australia","2022-06-22","positivo","really good but can have more features",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4462,"Lots of free options and great independent releases, but we must pay for some of the good pop stuff. Some annoying repetitive ad breaks but they're not as long as some other streaming services. And apparently SoundCloud actually pay the artists, unlike some other streaming services...",4,"female","Suva, Fiji","2022-04-22","positivo","lots of free options and great independent releases but we must pay for some of the good pop stuff some annoying repetitive ad breaks but they re not as long as some other streaming services and apparently soundcloud actually pay the artists unlike some other streaming services",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.8587,0.0742,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4478,"I have this over the last few years but suddenly it won't let me take music off my playlist apart from that it has been the best music app iv ever used so easy to navigate I was wondering if it was a SoundCloud problem or my phone problem",4,"female","Canberra, Australia","2022-05-06","positivo","i have this over the last few years but suddenly it won t let me take music off my playlist apart from that it has been the best music app iv ever used so easy to navigate i was wondering if it was a soundcloud problem or my phone problem",1,"better then spotify | songs available | while listening | unlike spotify | available country",0.1113,0.7772,0.1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4481,"good music app but I can't listen to some songs forcing me to delete and redownload the app if I want to listen to the certain songs again. If possible, please fix it because it's very frustrating",4,"female","Nadi, Fiji","2022-04-15","positivo","good music app but i can t listen to some songs forcing me to delete and redownload the app if i want to listen to the certain songs again if possible please fix it because it s very frustrating",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4509,"very good i like it",4,"female","Perth, Australia","2022-04-03","positivo","very good i like it",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4511,"Great app in general. This is my favorite music app but I've been experiencing a weird bug lately. Half of my favorite songs no longer work. Soundcloud, please fix your bug.",4,"female","Auckland, New Zealand","2022-08-11","positivo","great app in general this is my favorite music app but i ve been experiencing a weird bug lately half of my favorite songs no longer work soundcloud please fix your bug",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.8325,0.0838,0.0837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4512,"it's a good app but for some reason, some songs won't stream after changing the songs and changing back",4,"female","Hobart, Australia","2022-07-16","positivo","it s a good app but for some reason some songs won t stream after changing the songs and changing back",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4529,"amazing app all music ads after like 5-6 sounds easy to use",4,"female","Canberra, Australia","2022-07-06","positivo","amazing app all music ads after like sounds easy to use",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4535,"formidable sin palabras(A+)",4,"female","Perth, Australia","2022-02-26","positivo","formidable sin palabras a",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4542,"a bit too many ads",4,"female","Nadi, Fiji","2022-07-25","positivo","a bit too many ads",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4553,"please add an equalizer",4,"female","Buenos Aires, Argentina","2022-01-31","positivo","please add an equalizer",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4567,"Good, but not totally user friendly",4,"female","Canberra, Australia","2022-04-18","positivo","good but not totally user friendly",2,"better spotify | interact directly artists | juice wrld | electronic hip hop | especially electronic hip",0.1669,0.1672,0.6659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4613,"a bit glitchy with liking and adding aongs to playlists but it works pretty good",4,"female","Hobart, Australia","2022-09-12","positivo","a bit glitchy with liking and adding aongs to playlists but it works pretty good",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4642,"better app than spotify",4,"female","Canberra, Australia","2022-07-18","positivo","better app than spotify",2,"better spotify | interact directly artists | juice wrld | electronic hip hop | especially electronic hip",0.1667,0.1667,0.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4652,"great app, but you have to pay to play some songs 💔",4,"female","Gold Coast, Australia","2022-04-08","positivo","great app but you have to pay to play some songs",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4672,"this app is very good for uea",4,"female","Canberra, Australia","2022-04-13","positivo","this app is very good for uea",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4692,"Had my entire playlist disappeared, why? Got stranded when I had to DJ via serato software. Yall need to do better",4,"female","Sydney, Australia","2022-06-16","positivo","had my entire playlist disappeared why got stranded when i had to dj via serato software yall need to do better",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4699,"Not much to comply for free music ❤️",4,"female","Gold Coast, Australia","2022-03-29","positivo","not much to comply for free music",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,"it keeps pausing the music. It happens more when I use Pinterest while listening to music.",4,"female","Port Moresby, Papua New Guinea","2022-03-03","positivo","it keeps pausing the music it happens more when i use pinterest while listening to music",1,"better then spotify | songs available | while listening | unlike spotify | available country",0.1668,0.6663,0.1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4702,"Ads in between songs like spotify. That's why I left mixcloud",4,"female","Gold Coast, Australia","2022-09-16","positivo","ads in between songs like spotify that s why i left mixcloud",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.8225,0.0841,0.0934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4713,"Best app I can select and find music of my choice.very useful.",4,"female","Canberra, Australia","2022-07-01","positivo","best app i can select and find music of my choice very useful",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4734,"So there's this issue where if I click on a song to listen to, it'll skip the song I chose and go on to play the next one. It's a bit annoying but still usable.",4,"female","Queenstown, New Zealand","2022-09-02","positivo","so there s this issue where if i click on a song to listen to it ll skip the song i chose and go on to play the next one it s a bit annoying but still usable",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4739,"Love it, but I dislike the ads, I would prefer pop-up ads.",4,"female","Gold Coast, Australia","2022-04-13","positivo","love it but i dislike the ads i would prefer pop up ads",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4755,"The ever best song app .",4,"female","Christchurch, New Zealand","2022-06-27","positivo","the ever best song app",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4759,"good but I'm broke to buy the SoundCloud Go😔",4,"female","Adelaide, Australia","2022-02-15","positivo","good but i m broke to buy the soundcloud go",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4764,"good app, but the bitrate isn't as high as some other streaming services, so keep that in mind Edit: Also, you get a lot of ads if you're on a free account.",4,"female","Port Moresby, Papua New Guinea","2022-07-05","positivo","good app but the bitrate isn t as high as some other streaming services so keep that in mind edit also you get a lot of ads if you re on a free account",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.7768,0.1117,0.1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4780,"Very good to me",4,"female","Brisbane, Australia","2022-10-02","positivo","very good to me",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4786,"I pause the song right as it loops. And now it wont play at all. Ive tried uninstalling and reinstalling. Doesn't fix the problem. I dont know what to do Edt: Nevermind all I needed was a phone restart",4,"female","Brisbane, Australia","2022-08-05","positivo","i pause the song right as it loops and now it wont play at all ive tried uninstalling and reinstalling doesn t fix the problem i dont know what to do edt nevermind all i needed was a phone restart",0,"definitely stands | features see apps | content being uploaded | sharing easy | finding niche genres",0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4791,"The app is still fine, but the amount of ads had increased tremendously. If you could tone it down a bit, that'd be great.",4,"female","Adelaide, Australia","2022-10-03","positivo","the app is still fine but the amount of ads had increased tremendously if you could tone it down a bit that d be great",2,"better spotify | interact directly artists | juice wrld | electronic hip hop | especially electronic hip",0.1671,0.1675,0.6655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
